dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
kotanchek,38,EPLEX,9,original,EPLEX,11.0,49.0,7.0,10.0,3.0,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - (0.098 - 0.184 / exp(exp(0.146 ** 3.0 - x0 - (exp(0.196 - x1) - exp(0.107))) - 0.178 - x0) + x0 / exp(x0 - 1.218 + (exp((exp(0.336) - x1) * x1) - 0.023)))))),(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - x0 / exp(-1.2409999999999999 + x0 + exp((1.3993390248109305 - x1) * x1)) + -0.098 + 0.184 / exp(exp(0.0031121359999999993 - x0 - exp(0.196 - x1) + 1.1129342544793257) + -0.178 - x0)))),ok,10.0,ok,10.0,ok,10.0,73.910791950766,110.609375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,40,EPLEX,11,original,EPLEX,11.0,51.0,5.0,9.0,4.0,(((exp(-0.768 - x0) * (1.168 * (x0 / -0.199))) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (0.734 * (x1 / -0.158))))) + 1.494)),(((exp(-0.768 - x0) * (x0 * -5.869346733668341)) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (x1 * -4.6455696202531644)))) + 1.494)),ok,9.0,ok,9.0,ok,9.0,88.90237400191836,111.34375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,121,Operon,2,sympy,Operon,11.0,51.0,10.0,11.0,1.0,(18.301775890134767 * x1 ** 2.0 - 24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 - 5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) - 1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,(18.301775890134767 * x1 ** 2.0 + -24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 + -5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) + -1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,ok,11.0,ok,11.0,ok,11.0,129.17412500246428,111.796875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,190,SRjl,11,original,PySR,12.0,33.0,5.0,8.0,3.0,(((exp(x1 * x1 * (-0.8539670752898669 - -0.06861288831350038)) / -0.19259636770415733 / -0.19259636770415733 + 3.1444526030898876) * 1.076497237488826 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805) * -0.0338639205428945 - -1.5240792477436123) * 1.0741028792241336,-0.036373334556940265 * ((exp(x1 * x1 * -0.7853541869763665) + 0.11663831509104948) * 29.02129148555034 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805 - 45.005989363018465),ok,8.0,ok,8.0,ok,8.0,46.32912503439002,110.359375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,182,SRjl,3,original,PySR,12.0,35.0,5.0,8.0,3.0,(exp(x1 / -1.1526895432904412 * x1 - (0.1560929128293564 + 0.04873876471741229 + -0.10767615949898787)) * -0.7499061083076463 - -1.1526895432904412) * (exp(log(x1 * x1) - 78.41442075024227 + 1.0254454456547013) + (log(x0 * (x0 + 0.0034420466463509335)) - 0.6739116903430199) * 0.1560929128293564 + 1.4227637491659069),-0.7499061083076463 * (exp(x1 / -1.1526895432904412 * x1 - 0.0971555180477808) - 1.537111820427464) * (0.1560929128293564 * (8.440939992393519 + log(x0 * (x0 + 0.0034420466463509335))) + exp(-77.38897530458758 + log(x1 * x1))),ok,8.0,ok,8.0,ok,8.0,48.49100002320483,110.4375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,188,SRjl,9,original,PySR,12.0,37.0,6.0,7.0,1.0,(exp(-0.6799873725057032 / x1 / x1) - (exp(x0 / 1.3377628028887403 * (x0 * -1.055286783049919) - -1.118304061347342 + 3.360879583521839) + x1 * 0.1732097704838402 * x1) * 0.015450917973452766 / 1.3377628028887403) * (1.0427499709290888 * 1.0313797058234413) + 1.3377628028887403 - 0.33813968980169096,0.9996231130870493 + (exp(-0.6799873725057032 / x1 / x1) + -0.011549818802024051 * (exp(4.479183644869181 + x0 * x0 * -0.7888444653799256) + x1 * 0.1732097704838402 * x1)) * 1.0754711582642456,ok,7.0,ok,7.0,ok,7.0,97.77579101501033,111.625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,120,Operon,1,original,Operon,12.0,39.0,7.0,8.0,1.0,1.8283429881e-06 + 1.0000038146972656 * ((exp(0.0879114493727684 * x0 * (-110.26423645019531 * x0) + -1.4756100177764893) + 1.6358861923217773) / exp(exp(-1.3751174211502075 * x1 * (0.7306602597236633 * x1))) - (exp(0.0290526524186134 * x0 * (-29.741836547851562 * x0) + 0.1625563055276871) + -0.3440066277980804)),1.0000038146972656 * (0.3440084561340939 + ((exp(-9.69348884031831 * (x0 * x0) + -1.4756100177764893) + 1.6358861923217773) / exp(exp(-1.0047436520881448 * (x1 * x1))) - exp(-0.8640792395159441 * (x0 * x0) + 0.1625563055276871))),ok,8.0,ok,8.0,ok,8.0,51.323666993994266,110.640625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,132,Operon,13,original,Operon,12.0,41.0,8.0,9.0,1.0,-8.47672417876e-05 + 1.0000656843185425 * (exp(-1.8279364109039307 * x1 * (2.2386462688446045 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(0.0022635490167886 * x0 * (-443.17218017578125 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + 0.0016070556594059 * x1 * (-348.2632751464844 * x1))))),-8.47672417876e-05 + 1.0000656843185425 * (exp(-4.092103025955282 * (x1 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(-1.00314195270495 * (x0 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + -0.5596784672873918 * (x1 * x1))))),ok,9.0,ok,9.0,ok,9.0,53.11166701721959,110.75,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,204,SRjl,25,original,PySR,12.0,41.0,5.0,7.0,2.0,x1 / 0.6289404449426587 / x1 + exp(x1 * (x0 - x0 - x1 * 0.7129831793049115) - -0.09328282342059575) * 1.950745841766394 / -1.9881017574797382 - (log((x0 * x0 - -0.012659920175938618) * 0.74536250005349) * 1.1684223581358428 + -0.06564012561915462) / 0.44888855366171493 * -0.06798257267019443 + 0.026976315382705767,0.17695340463350415 * (-0.19761433110752527 + log(x0 * x0 + 0.012659920175938618)) + (x1 / 0.6289404449426587 / x1 + exp(x1 * (-0.7129831793049115 * x1) + 0.09328282342059575) * -0.9812102596998359),ok,7.0,timeout,na,ok,7.0,4622.703875997104,249.421875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,141,Operon,22,original,Operon,12.0,42.0,7.0,8.0,1.0,0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -0.0255243461579084 * x1 * (39.26935958862305 * x1) * exp(-0.0006980864563957 * x1 * (4245.99462890625 * x1)) - exp(-0.0209862142801285 * x1 * (38.793426513671875 * x1)) - exp(exp(-2.641693592071533) + 0.0101619474589825 * x0 * (-75.68024444580078 * x0))),0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -1.002324727539394 * (x1 * x1) * exp(-2.9640713443683393 * (x1 * x1)) - exp(-0.8141271614763362 * (x1 * x1)) - exp(0.07124051495942774 + -0.7690586677411797 * (x0 * x0))),ok,8.0,ok,8.0,ok,8.0,64.48987498879433,111.015625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,126,Operon,7,original,Operon,12.0,45.0,10.0,11.0,1.0,-1.24719463201e-05 + 0.9946426749229431 * (exp(exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1))) - 0.9311969876289368 * x0 * (1.0738922357559204 * x0) - (-1.9999958276748657 * x0 - -5.503303527832031)) * (exp(0.2837287485599518 * x1) - (-2.8964312076568604 - (-0.2071333527565002 * x1 - exp(-0.633906364440918 * x1))))),-1.24719463201e-05 + 0.9946426749229431 * (exp(x0 * (1.9999958276748657 + -1.000005214974017 * x0) + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1))) + -5.503303527832031) * (exp(0.2837287485599518 * x1) - (-2.8964312076568604 - (-0.2071333527565002 * x1 - exp(-0.633906364440918 * x1))))),ok,11.0,ok,11.0,ok,11.0,167.7011669962667,111.140625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,132,Operon,13,original,Operon,12.0,45.0,10.0,11.0,1.0,0.0036648171953857 + 0.9917431473731995 * (0.7433260083198547 * x1 / (exp(exp(0.5352578163146973 * x0)) * (exp(2.5961806774139404 * x1) - (1.9263886213302612 - 297.547607421875 * x1)) * exp(-1.0667701959609985 * x1)) / exp(exp(-0.1313982456922531 * x0) * (-6.930891990661621 * x0) - (-4.3688435554504395 * x0 + 3.746926784515381))),0.0036648171953857 + 0.7371884750154898 * x1 / (exp(exp(0.5352578163146973 * x0)) * (exp(2.5961806774139404 * x1) + -1.9263886213302612 + 297.547607421875 * x1) * exp(-1.0667701959609985 * x1)) / exp(x0 * (exp(-0.1313982456922531 * x0) * -6.930891990661621 + 4.3688435554504395) + -3.746926784515381),ok,11.0,ok,11.0,ok,11.0,105.01291701802984,111.25,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,148,Operon,29,original,Operon,12.0,45.0,9.0,11.0,2.0,-4.38776442024e-05 + 1.0001060962677002 * (exp(-0.3045227825641632 * x1 * exp(0.5642136931419373 * x1) - (4.026041030883789 + -1.999995470046997 * x0) - -0.6665219664573669 * x0 * (-1.5003671646118164 * x0)) * (exp(exp(0.6489872336387634 * x1)) - exp(1.314170479774475 * x1) * (-0.18602055311203 * exp(1.530164122581482 * x1)))),-4.38776442024e-05 + 1.0001060962677002 * (exp(x0 * (-1.0000276729651318 * x0 + 1.999995470046997) + (-0.3045227825641632 * x1 * exp(0.5642136931419373 * x1) + -4.026041030883789)) * (exp(exp(0.6489872336387634 * x1)) + 0.18602055311203 * (exp(1.314170479774475 * x1) * exp(1.530164122581482 * x1)))),ok,11.0,timeout,na,ok,11.0,50298.89891698258,451.375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,180,SRjl,1,original,PySR,12.0,46.0,5.0,7.0,2.0,(exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + (exp(x1) + x1) * -0.008401864666152042 * x1 / 0.9570866462661449 * -0.008401864666152042 + 0.2591798019283134) + 1.310080342754076) * 1.059245011980159 - 0.12992279845402313 + 0.020457225936674983,1.059245011980159 * (0.9475575264341134 + (exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + x1 * 7.375646723703661e-05 * (exp(x1) + x1)))),ok,7.0,ok,7.0,ok,7.0,659.2598329880275,133.078125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,139,Operon,20,sympy,Operon,12.0,52.0,10.0,11.0,1.0,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp(-1.0 * x1 * (0.3277454376220703 * (-0.0070227989926934 * x0 + 1.1790944337844849 * x1 - 5.176636219024658) * exp(0.5296585344393987 * x1 ** 2.0) + 1.0949771404266357) * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp((0.002301690329192133 * (737.1186651377163 + x0 + -167.89522738885566 * x1) * exp(0.5296585344393987 * x1 ** 2.0) + -1.0949771404266357) * x1 * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,ok,11.0,memory_limit,na,ok,11.0,14422.586458007572,606.109375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,186,SRjl,7,original,PySR,13.0,28.0,6.0,7.0,1.0,(x0 / (x0 + 0.8817700163671683 / x0) - (exp((x1 + -0.006745099328406078) * x1 / (-1.0929198704556542 + -0.20377442900422535) + 1.9637732651325928) + 0.5337258433636446 - log(0.09179368868960286 * -0.5419230783861191 - -2.51396743655339 + -1.1941708691287212)) * 0.12938791808599362 - -0.811494895888587) * 1.1730088067679376,(-0.12938791808599362 * (-5.977129644752898 + exp((x1 + -0.006745099328406078) * (x1 / -1.2966942994598796) + 1.9637732651325928)) + x0 / (x0 + 0.8817700163671683 / x0)) * 1.1730088067679376,ok,7.0,ok,7.0,ok,7.0,48.28758200164884,110.0,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,58,EPLEX,29,original,EPLEX,13.0,41.0,8.0,10.0,2.0,(0.439 + (0.792 - exp(x1 * (x0 - x1 * (x0 - x1 * (0.087 - x1 * (x0 + 0.792)) * (0.724 * (0.1 * -0.617)))) * 0.158 - x1 * 0.391))) * exp(-0.272 - (x0 - -1.139 * -0.787) * (x0 - 0.996)),(0.439 + (0.792 - exp(x1 * (0.158 * (x0 - x1 * (x0 + 0.044670800000000004 * (x1 * (0.087 - x1 * (x0 + 0.792))))) + -0.391)))) * exp(-0.272 - (x0 + -0.896393) * (x0 + -0.996)),ok,10.0,ok,10.0,ok,10.0,56.921042007161304,110.609375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,198,SRjl,19,original,PySR,13.0,42.0,6.0,9.0,3.0,exp(1.6192610045238203 - x1 * (x1 * 0.7535182129829733)) * -0.21285687998099873 + (((log(x0 * 1.5235906172795304 * x0 + 0.06448297969903283) - 0.12681544318708607) / 0.08854432768601415 / 0.17256272348446586 + 2.129974383942787 / 0.683782127547919 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + 1.566387478855351) + -0.0983545993932211,1.4680328794621298 + ((0.34184968679845384 + log(x0 * x0 + 0.042323035445158724)) / 0.08854432768601415 / 0.17256272348446586 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + exp(1.6192610045238203 + -0.7535182129829733 * (x1 * x1)) * -0.21285687998099873,ok,9.0,ok,9.0,ok,9.0,85.50529103376903,111.484375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
